Conversiones,Inversion_USD,Puntaje_Creativo,Precision_Targeting,CTA_Claro,Num_Hashtags,Hora_Publicacion,Longitud_Texto,Dia_Semana
21,194,6,58,1,11,17.9,388,7
19,446,4,76,0,12,23.4,124,4
57,544,8,62,1,18,9.4,512,4
39,750,4,77,0,14,10.1,224,5
34,534,7,72,1,18,9.3,187,7
41,696,6,42,0,2,19.8,246,5
84,828,10,62,1,22,12.4,401,2
120,818,6,67,1,3,18.6,163,3
25,533,4,55,0,15,19,451,7
49,567,9,54,0,9,17.7,337,3
32,749,10,44,0,22,19.6,361,6
28,687,8,46,1,21,23.4,122,6
50,501,10,60,0,4,21.6,445,3
42,719,9,46,1,17,8.3,129,4
62,828,9,49,0,5,9.1,397,3
136,572,10,85,1,6,17.9,141,1
37,850,6,36,0,11,13.2,294,3
27,417,7,52,1,18,20.3,415,6
47,285,6,83,1,9,15.1,339,4
29,626,5,97,0,17,8.5,321,3
16,211,4,85,0,17,11.6,448,5
43,367,10,52,1,7,15.8,329,7
39,611,6,53,0,10,17.3,475,6
67,761,5,51,0,8,18.2,372,4
14,172,5,35,1,12,20.8,357,4
47,888,5,45,0,9,9.7,543,7
44,684,10,40,0,2,17.8,234,6
35,572,3,98,0,2,18.8,289,7
10,195,7,63,0,22,13.2,124,3
61,665,5,69,1,8,21.1,442,5
23,179,7,94,1,5,22.5,494,5
55,717,4,60,1,16,12.9,391,4
46,684,5,59,1,10,9.6,320,5
18,402,3,63,1,19,11.8,539,7
99,842,9,76,0,6,21.8,208,1
109,700,9,66,1,13,19,153,5
37,608,7,78,0,22,12.6,291,3
58,685,7,66,1,22,9.5,187,2
117,721,9,55,1,5,20.8,149,5
17,320,5,68,0,20,12.6,283,6
42,630,6,90,0,12,23.1,403,2
59,677,9,77,1,15,11.5,244,6
28,285,5,70,1,21,19.7,364,4
46,652,6,47,0,18,17.9,245,3
29,897,4,50,0,22,13.2,500,5
39,365,6,43,1,7,13.1,422,3
17,561,6,37,0,1,11.4,235,7
33,576,10,58,0,10,23.3,538,2
33,892,3,46,0,14,8.8,287,1
50,646,8,74,1,21,9.5,167,4
12,167,4,39,1,13,13.8,404,5
17,251,5,64,0,6,20.5,401,4
38,240,10,57,1,11,15.8,509,2
37,796,4,87,0,22,22.3,368,3
25,262,5,62,1,10,13.1,324,5
18,207,9,39,1,5,14.1,412,7
85,872,9,73,1,10,15.8,123,7
45,862,3,43,0,3,17.3,134,4
91,685,9,73,1,2,15.1,170,3
62,834,5,56,0,4,9.4,227,1
96,670,6,75,1,12,19.8,370,7
93,664,6,86,1,10,20.1,532,2
19,251,4,63,0,6,15.9,315,1
35,634,7,56,0,18,20.3,245,5
61,819,4,69,0,7,18.5,375,6
10,226,5,43,1,22,23.1,147,3
22,347,6,38,1,16,10.7,544,1
21,361,9,55,0,16,9.3,312,4
63,755,9,61,1,10,8,408,7
52,835,5,73,1,22,11.7,462,4
23,420,4,46,1,3,22.5,510,1
31,443,4,69,0,12,18.6,272,5
18,254,9,61,0,9,20.7,436,6
56,602,8,92,0,9,15,238,6
18,255,3,49,1,1,21.3,317,1
32,442,8,39,0,12,18.6,331,2
43,525,8,91,0,6,10.5,227,7
41,284,10,69,1,4,14.3,544,1
66,805,9,64,1,22,17.6,198,1
66,879,10,48,0,2,16,275,3
37,778,3,78,0,14,13.4,213,4
60,788,10,64,0,13,14.1,312,2
27,370,4,44,1,12,21,521,7
33,293,9,91,1,21,17,350,2
49,841,3,46,1,15,19.5,190,6
31,430,4,89,1,14,14.3,405,1
21,204,10,38,1,4,9.5,499,2
70,737,8,81,1,7,8.3,400,7
12,203,10,41,1,2,8.8,306,7
38,827,8,49,0,5,10.1,122,6
39,527,7,74,1,17,14.3,268,2
16,466,5,52,0,20,12.1,519,6
30,306,3,95,1,6,18.6,495,7
29,433,7,66,0,14,19.5,486,7
32,462,5,51,0,5,11.2,435,3
47,732,7,51,1,17,8.4,330,7
49,483,8,88,0,7,11.5,507,6
25,396,4,90,0,3,22.1,227,1
71,698,9,61,1,4,8.4,511,1
59,633,8,47,1,9,13.4,152,6
58,553,7,92,0,3,18.6,332,1
84,854,9,89,0,3,21.6,256,7
39,675,9,41,0,2,12.5,466,3
10,230,6,42,0,9,8.6,312,1
30,374,8,63,1,16,14.1,445,1
23,280,9,59,0,19,21.3,187,4
30,588,3,46,1,17,22.1,293,1
28,309,8,52,1,2,12.6,502,5
44,677,3,46,0,8,18.9,180,6
10,152,6,72,0,8,18.3,123,7
40,840,9,83,0,20,8.8,289,7
66,407,10,71,1,14,22,344,4
29,361,3,92,1,13,16.9,238,7
22,403,9,65,0,19,18.4,340,6
35,467,7,78,0,12,15,218,2
18,161,5,97,1,16,11.9,479,6
13,232,3,40,1,12,8.7,414,7
86,452,8,89,1,10,14.4,303,3
16,494,3,47,0,17,21.4,458,2
38,550,6,58,1,8,12,317,7
110,511,10,89,1,2,19.1,250,3
57,796,7,70,1,15,8.2,182,5
42,796,10,46,1,22,8.8,473,5
60,681,8,82,1,19,21.6,152,6
10,173,7,42,0,21,22.9,544,1
29,687,8,44,0,15,20.5,543,5
83,828,9,63,1,10,16.5,274,6
37,791,7,61,0,18,20.3,424,7
44,282,7,86,1,3,17.6,138,1
57,580,10,60,1,14,13.1,152,5
69,818,9,75,0,8,19.6,120,5
30,508,9,45,0,2,9,489,3
34,511,6,51,0,8,10.9,377,5
29,306,9,84,1,19,8.3,454,1
82,687,6,96,1,2,9.2,373,7
22,275,6,88,0,14,16.7,299,2
21,528,3,63,0,17,17.7,481,2
69,446,10,85,1,2,12.8,498,7
71,673,9,95,0,14,12.8,363,3
48,794,4,56,1,4,12.3,219,5
34,314,4,81,1,8,14.9,176,6
22,219,10,53,1,3,21.4,460,2
44,796,3,52,1,22,21.6,161,3
35,688,7,44,0,16,9.8,240,3
65,827,5,83,1,15,13.4,518,4
69,789,8,72,1,15,22.7,359,1
45,397,10,98,1,11,11.7,508,7
28,567,9,49,0,14,9.5,445,6
40,390,4,69,1,17,11.6,270,4
54,481,9,86,0,6,15.9,304,7
86,703,8,56,1,14,20.7,190,4
21,433,7,53,0,14,9.6,291,5
10,243,7,47,0,20,10.1,221,1
70,599,8,46,1,7,13.3,351,3
32,421,6,81,0,7,21,515,1
79,765,6,63,1,14,19.3,509,6
10,154,3,85,0,18,17.1,243,3
87,461,8,95,1,11,17.5,364,2
41,447,4,66,1,10,20.5,517,6
19,483,6,45,1,16,23.2,488,5
53,580,10,76,1,20,14.7,422,7
60,722,7,51,0,10,11,404,3
12,202,6,73,0,1,9.1,250,6
53,246,8,97,1,5,19.5,537,1
49,836,4,47,0,4,9,403,2
23,465,10,36,0,3,14,479,5
16,270,7,63,0,6,13,243,7
37,529,6,37,1,14,16.1,320,6
18,245,8,88,0,16,10.7,293,4
71,776,4,72,1,18,22.8,313,5
13,304,8,43,0,18,15.3,499,6
152,792,5,94,1,8,12.2,374,3
11,152,5,38,1,19,14.3,327,4
29,683,4,45,0,8,13.1,438,4
44,318,7,96,1,15,18.4,316,2
13,269,5,87,0,17,23,260,1
38,586,6,89,0,7,22.6,272,6
63,596,9,90,1,13,14.2,137,1
52,645,8,92,1,21,15.5,355,7
36,805,8,42,0,20,9.2,333,3
21,381,10,66,0,21,21.1,300,4
44,475,5,74,1,22,9.3,130,6
50,772,8,82,0,12,14.4,376,7
16,244,3,76,1,18,16.4,299,7
55,532,9,55,1,10,17.1,273,4
15,205,8,43,0,10,21,524,7
63,803,10,84,0,13,15.6,530,2
37,670,5,64,0,15,17.4,204,7
15,187,8,57,0,11,13.8,334,3
19,293,6,45,1,11,12,283,6
49,484,3,67,1,8,14.2,519,4
50,683,5,53,0,4,17.7,416,6
42,852,3,48,0,3,23.3,464,5
49,685,4,60,1,19,20.8,300,1
61,892,4,46,1,3,12.1,257,6
25,548,3,98,0,21,9.9,336,2
29,237,7,87,1,17,11,446,3
109,657,8,84,1,8,19.9,447,6
41,880,9,43,0,19,19.2,410,4
21,253,6,66,0,4,21,290,2
52,581,3,87,1,11,19.3,478,7
68,659,6,98,1,18,11.5,202,3
36,268,8,93,1,20,17,251,4
109,875,10,39,1,5,18.3,334,7
54,323,7,79,1,8,9,227,5
28,420,10,52,0,3,16.2,275,6
56,779,3,51,1,5,12.8,139,6
88,476,5,95,1,3,17.2,211,1
62,710,9,84,0,1,15.3,230,5
16,330,6,40,0,19,16.5,168,1
25,342,3,60,0,5,15.1,452,3
10,175,7,63,0,18,20.1,219,1
32,390,5,65,1,13,21.1,377,7
73,808,7,77,0,11,12.3,193,2
24,324,5,69,0,3,22.1,193,7
16,151,10,51,0,5,11.8,131,3
21,308,7,90,0,12,15.2,274,5
42,412,10,48,1,9,9.4,471,3
63,761,7,88,1,22,15.9,202,4
25,621,5,77,0,21,9.6,228,1
29,446,9,69,0,6,16.8,360,6
43,733,8,37,1,11,16.2,204,6
38,604,8,57,0,14,19,243,7
48,577,6,85,1,14,16.2,488,6
37,300,8,89,1,20,8.4,381,2
32,485,4,91,0,1,12,350,3
41,307,9,88,1,12,17.7,232,7
39,642,3,38,1,15,11.5,490,4
50,483,4,69,1,3,20.2,435,2
154,756,10,65,1,7,17.9,322,1
52,643,9,47,1,11,23.5,489,1
25,298,6,70,1,22,18.3,360,2
16,354,4,37,0,6,23.1,504,6
65,804,6,44,0,5,18.7,345,5
14,166,10,43,1,5,21.6,231,3
54,642,4,83,1,5,16.6,129,5
127,841,7,86,1,1,9.5,231,1
73,331,10,97,1,6,15.8,530,1
22,258,6,86,1,17,12,252,2
47,446,7,64,1,10,11.1,318,4
64,887,3,53,1,10,13.3,423,4
11,204,3,73,1,14,13.9,276,7
24,276,6,65,0,8,10.2,435,2
47,523,9,52,0,11,12,286,2
48,821,6,45,1,20,13.9,453,7
37,438,9,67,1,22,18.6,369,5
91,814,9,92,1,14,8.2,255,7
16,251,8,42,1,8,8.1,519,1
71,772,10,49,1,13,17.7,210,3
42,279,8,92,1,1,22.8,281,1
71,710,7,82,1,15,12.2,415,5
12,248,6,81,0,22,23.2,345,3
26,237,8,58,1,21,10.3,216,4
74,811,8,69,1,19,8.6,416,2
101,780,9,57,1,1,21.3,319,1
11,188,3,62,0,14,17.7,306,4
24,333,6,58,1,20,8.2,344,4
17,257,6,77,1,20,13,263,6
38,417,7,59,1,15,22.4,237,6
31,834,3,48,0,9,21.2,289,4
47,557,5,89,0,8,17.7,179,5
51,340,9,67,1,9,9.1,286,2
81,579,9,89,1,8,20,342,6
21,280,10,51,1,1,11.6,495,5
32,327,8,88,0,6,20.5,265,3
32,569,4,65,0,3,12.9,142,4
24,479,3,53,0,2,18.4,516,7
69,778,10,45,1,17,9.5,382,3
14,178,6,40,0,3,20.6,239,4
50,619,7,76,0,7,13.6,161,5
19,677,3,44,0,22,15.2,183,4
121,614,8,81,1,11,19.9,208,4
77,756,9,42,1,10,18.7,422,6
25,467,9,69,0,16,21.2,506,2
15,249,6,62,0,13,9.4,264,5
23,381,4,75,1,22,10.5,549,6
16,252,8,78,0,17,12,252,6
18,301,10,42,1,22,13.6,505,6
26,178,10,83,1,9,15.2,468,7
32,562,5,64,0,7,8.2,340,5
89,761,7,76,1,14,20.2,325,7
40,586,5,86,0,2,21.3,363,1
79,727,6,42,1,8,21.9,360,2
78,856,7,65,0,4,20.4,160,7
16,406,4,57,0,16,23,205,3
41,613,7,54,1,21,11.4,291,1
40,684,6,41,0,4,12.6,399,3
12,296,5,42,0,20,22.5,508,1
36,365,7,63,0,3,17.5,161,4
17,153,9,49,1,2,10.7,179,2
58,814,4,43,1,22,20.6,332,1
70,726,6,90,1,21,10.1,272,3
11,263,10,59,0,22,14.7,446,7
63,652,3,87,0,10,10.3,291,3
24,432,9,38,0,15,20.3,440,5
25,331,5,55,0,2,20.4,372,5
98,898,8,79,1,14,11.8,231,5
39,744,6,96,0,18,20.3,467,6
112,788,9,64,1,2,19.3,347,7
36,476,8,51,0,8,22.1,314,4
17,206,8,60,1,22,9.2,209,6
54,295,10,87,1,4,10.4,278,1
10,186,4,40,0,3,11.4,397,5
44,773,6,75,0,11,9.2,182,3
17,342,6,55,0,14,10.1,410,7
36,529,3,84,0,11,18.8,322,3
40,597,3,85,1,3,12.5,173,6
51,601,4,87,0,4,16,387,7
55,504,10,68,0,3,14.8,379,4
26,468,7,48,0,14,10.1,425,7
51,634,4,80,0,3,9.3,252,5
25,334,7,46,1,10,15.4,541,5
29,277,6,66,1,11,22.4,231,1
21,440,3,69,0,19,19.7,487,2
29,615,7,69,0,19,19.1,148,6
15,249,4,45,1,14,13,375,4
37,521,6,48,0,2,10.2,418,2
65,746,6,58,1,15,22,256,6
48,523,10,89,1,16,8.2,373,7
76,823,8,75,0,1,9.6,200,4
70,458,6,89,1,11,22.1,316,2
57,802,6,41,0,8,13.3,370,3
37,454,7,77,0,19,16.6,466,3
45,847,8,40,1,21,21.4,300,1
18,322,3,84,0,2,11.9,475,5
55,674,5,79,0,13,20.7,505,1
82,648,7,90,1,14,13.1,449,4
42,319,10,74,1,18,20.2,453,1
30,249,10,86,1,1,22.1,327,4
31,241,10,78,1,22,22.7,194,6
39,823,5,37,1,11,15.9,496,5
22,224,10,78,1,13,23.3,461,4
61,474,10,91,1,14,10,177,1
150,794,9,89,1,9,21.8,497,3
19,390,3,41,1,20,8.5,491,2
81,887,6,79,1,22,8,133,4
15,180,9,41,1,3,18.6,268,4
87,832,3,52,1,9,10.5,231,3
38,549,8,38,0,7,11.9,530,5
59,835,4,60,0,5,15.9,336,5
56,888,3,67,1,12,21.2,183,1
86,837,6,74,1,3,9.8,143,7
83,598,6,74,1,3,12.8,176,2
21,292,10,64,0,15,19.8,542,3
21,573,4,45,0,15,21,522,6
107,591,9,71,1,4,21.6,316,2
32,523,7,37,1,16,21.8,136,7
43,594,8,55,0,6,20.4,333,4
26,586,4,48,1,18,18.6,501,7
64,692,6,59,1,6,16.6,156,2
11,265,8,39,0,17,18.8,164,7
40,321,10,71,1,22,14.2,209,3
60,423,10,87,1,9,22.8,431,4
70,900,9,81,1,15,16.2,236,7
28,479,4,63,0,13,17.1,512,6
28,631,4,54,0,17,21.4,483,1
53,726,6,38,1,2,12.5,320,5
25,376,7,98,0,12,13.4,294,5
36,683,5,57,0,5,9.9,148,2
41,300,10,55,1,9,17.9,307,1
105,765,5,89,1,9,18.2,412,6
116,789,8,81,1,7,11.5,315,3
83,423,10,62,1,8,17.3,512,3
15,221,9,53,0,13,17.3,163,4
37,832,3,35,1,9,23.1,352,2
44,845,3,44,0,9,11,482,3
51,876,5,56,1,14,10.5,414,1
44,841,3,36,0,3,9.4,526,2
27,388,9,69,0,13,21.9,329,2
63,843,7,37,1,9,22.6,513,2
44,523,6,76,0,15,20.1,227,5
10,247,3,52,0,16,13.5,254,7
47,635,10,49,0,3,21.6,501,7
40,447,4,60,1,13,9.3,207,6
59,651,10,91,0,6,15.4,130,3
17,343,4,66,1,15,9.7,162,7
25,258,5,58,1,9,10.8,391,4
62,824,3,93,1,5,23.4,518,3
66,763,9,40,1,6,8.8,445,2
46,381,7,75,1,22,18,229,5
77,460,10,78,1,1,20.2,410,1
48,586,9,47,0,13,14.8,157,3
54,881,3,87,0,12,9.6,453,5
10,168,8,73,0,17,22.9,416,1
18,349,5,58,1,3,23.3,316,6
11,254,5,69,0,16,19,146,5
45,874,3,55,1,7,8.5,323,1
49,480,6,49,1,9,9.4,147,7
15,166,3,48,1,10,14.3,256,4
57,705,3,80,1,14,13.6,208,3
11,193,7,35,0,2,10.7,224,5
111,715,3,91,1,8,21.1,229,2
10,158,3,45,0,6,14.4,263,6
67,434,10,59,1,9,15.2,286,3
99,613,3,92,1,9,10.1,528,2
28,795,3,43,0,8,12.8,398,5
16,156,8,52,1,11,15.3,247,3
42,434,5,60,1,13,18.6,301,6
21,200,4,97,0,11,21.2,461,2
39,361,5,79,1,10,23,185,2
19,371,7,66,1,21,23.2,183,1
51,853,6,52,1,16,13.9,462,6
23,257,3,92,1,21,23,302,1
41,673,3,57,1,21,9.2,247,5
87,700,4,85,1,8,21.8,379,1
16,178,6,77,1,17,16,475,1
52,685,3,85,0,9,11.5,519,1
75,837,5,41,1,10,22,281,4
19,318,5,64,0,5,20,189,6
31,778,4,39,0,11,13.6,155,7
22,531,9,41,0,17,10,133,4
29,407,6,49,1,13,8.5,331,6
33,434,6,45,0,7,19.3,469,2
44,706,6,36,1,14,11.7,128,1
50,583,5,91,0,11,15.6,325,1
56,871,8,80,0,1,22.7,456,6
37,626,6,88,0,1,18.8,479,7
17,355,3,61,0,3,13.7,209,7
30,635,3,93,0,20,12.7,148,3
55,627,10,54,1,8,9.5,361,5
10,150,3,91,1,16,13.4,402,7
55,650,4,90,0,17,18,203,3
97,842,10,43,1,5,16.8,337,6
51,820,6,53,1,14,13.4,299,5
10,339,7,36,0,19,22.6,439,1
163,895,9,65,1,4,19.5,286,3
38,349,8,89,0,8,16.5,138,5
59,650,8,37,1,6,9.4,379,4
88,705,10,78,1,22,18.3,273,6
49,606,7,61,0,5,18.3,143,7
125,696,10,75,1,3,17.4,527,7
34,422,8,70,0,1,12,159,2
34,383,7,63,1,16,21.8,256,6
57,779,9,67,0,4,8.9,289,1
88,598,9,80,1,10,22.7,396,1
64,811,8,68,0,16,9.9,484,2
22,486,6,63,0,20,22.2,384,4
42,348,9,65,1,17,15.2,506,4
13,386,3,63,0,18,8.2,353,3
31,734,9,40,0,17,11.5,216,3
25,387,10,79,0,20,18.8,128,6
23,397,10,55,0,3,22.2,482,2
20,347,9,37,1,1,21.2,471,6
43,750,6,43,1,13,23.4,193,5
16,233,8,49,1,17,12.1,227,7
47,603,3,77,1,10,12.4,296,7
25,562,3,48,0,2,14.7,388,6
33,436,8,50,0,15,20.7,482,4
62,848,8,55,0,9,20.6,403,6
56,825,4,39,1,5,9.5,160,3
37,674,8,56,0,22,18.8,410,4
29,166,9,60,1,8,13.3,465,3
44,411,10,64,1,10,20.5,177,5
32,578,3,48,0,9,15.2,494,1
91,732,7,78,1,22,16,375,2
21,715,3,56,0,13,14.7,495,7
33,585,6,35,0,11,21.5,473,5
33,465,6,92,0,15,8.8,524,7
84,750,4,87,0,2,19.9,425,2
51,847,4,35,0,5,12.1,214,3
36,529,6,56,0,6,15.7,513,1
77,598,9,63,1,2,12,181,4
22,251,6,57,1,6,14.2,294,6
66,862,9,50,1,12,15.8,226,5
164,762,10,89,1,7,12.1,270,3
77,452,10,89,1,10,8.8,211,5
42,472,8,38,1,13,17.7,126,4
68,759,7,86,0,3,19.1,180,1
107,556,7,96,1,10,19.5,481,3
11,193,10,53,0,9,21.5,150,5
38,671,4,35,0,10,14.2,436,3
33,503,8,86,0,22,14.8,264,4
23,373,10,58,1,19,8.6,385,3
72,799,5,79,1,15,15.2,248,4
11,150,7,51,1,21,8.7,270,3
18,182,3,65,1,14,21.5,460,3
64,769,6,79,1,18,23.1,221,4
30,774,4,60,0,12,8.5,489,2
32,676,4,74,0,11,10.5,404,6
77,900,3,77,1,9,21.8,318,5
12,282,8,39,0,22,11.9,398,6
13,213,6,37,1,12,21.1,495,1
24,355,3,91,0,8,21.8,148,3
57,734,9,77,0,20,9.4,333,4
24,169,9,86,1,7,10.4,394,7
30,465,6,44,0,15,20.9,343,1
55,769,8,47,0,8,11.3,530,3
15,159,9,55,1,9,16.5,372,6
20,325,7,65,1,19,16.4,508,1
108,888,8,58,1,11,17.8,472,7
25,236,6,85,1,21,22.5,270,7
38,845,4,63,0,13,11.4,478,6
102,821,8,62,1,14,20.9,331,1
45,760,6,95,0,22,14.4,360,2
26,360,3,76,1,13,9.3,348,5
44,649,6,50,0,4,13.3,120,5
12,269,10,44,0,18,20.4,209,2
57,748,4,62,1,3,15.4,531,2
30,508,5,66,0,2,8.6,238,2
64,481,8,88,1,15,13.8,279,7
128,747,5,89,1,4,11.6,473,2
49,528,7,61,0,4,19.1,324,3
57,709,10,60,1,17,23.4,477,6
24,506,6,40,0,10,12.7,210,5
136,623,9,92,1,10,20.2,537,1
11,269,8,42,0,14,16.9,206,5
18,220,10,77,0,7,11.6,508,2
67,589,3,86,1,6,15.7,260,1
91,895,10,78,0,5,10.6,334,1
32,389,4,68,0,1,17.3,163,4
68,545,10,62,1,18,17.5,208,1
58,529,10,88,0,12,19.1,334,1
12,247,5,59,0,5,23,352,4
29,357,8,82,0,2,11.1,315,3
27,338,9,62,1,18,9.3,473,1
105,783,10,78,1,10,17.7,141,5
32,338,3,70,1,20,17.9,449,3
40,784,9,72,0,13,8.1,270,6
64,778,7,67,0,18,18,223,5
25,327,6,40,1,21,17.5,177,1
28,539,6,63,0,21,13.2,419,7
52,483,4,85,1,14,10.2,303,4
71,756,8,81,1,10,9.3,147,7
37,271,9,69,1,16,9.3,288,2
30,660,3,97,0,20,20.4,446,6
30,309,9,42,1,21,9.2,453,2
91,800,9,60,1,4,14.9,479,3
22,345,7,70,0,16,9.6,235,4
35,698,4,82,0,21,15.8,522,5
10,197,3,49,1,2,15.6,516,6
25,406,10,41,0,18,19.4,456,4
32,580,9,41,0,9,14.8,305,4
24,350,9,42,1,20,13.8,149,3
26,612,4,69,0,21,10.9,323,4
47,723,7,72,0,6,12.4,352,1
30,826,10,45,0,18,12.6,181,1
120,829,8,96,1,8,18.2,238,4
153,760,5,80,1,7,19.5,451,4
39,692,6,82,0,19,14.7,542,3
48,728,10,55,1,21,15.5,208,1
91,709,10,66,1,17,19,398,2
49,284,8,95,1,3,20.5,302,5
37,315,3,98,1,13,20.1,196,2
38,460,8,71,0,11,23.2,464,3
37,538,4,90,0,14,13.4,194,3
26,267,7,56,1,5,10.1,173,6
102,864,6,97,0,3,20.2,253,7
61,475,6,77,1,7,13.6,263,1
66,731,8,50,1,11,15.3,268,3
56,582,9,44,1,13,12.7,465,7
22,247,9,50,1,13,21.9,493,7
82,586,8,85,1,16,21.1,513,4
57,711,4,68,1,22,12.9,121,6
24,168,9,79,1,10,9.3,434,2
71,750,10,78,0,10,11.9,241,3
27,425,4,78,0,12,18.1,272,6
29,520,3,53,1,7,15,385,7
56,725,8,69,0,4,10.4,212,1
51,634,9,46,0,14,20.1,212,5
11,215,8,38,1,16,16.7,243,1
77,838,7,42,1,6,18.9,297,7
48,672,5,52,1,11,15.1,199,5
41,871,4,56,0,13,22.7,299,7
123,900,6,69,1,11,11.7,201,2
10,153,5,68,1,17,23,388,7
20,296,5,68,0,2,13.5,510,5
14,340,3,81,0,21,14.3,185,7
24,278,10,64,1,22,20.9,333,5
35,372,9,52,0,6,10,393,2
43,605,5,64,0,9,21.2,514,3
29,373,10,46,1,14,14.6,126,1
30,454,8,88,0,15,22,405,6
122,805,10,63,1,8,8.5,444,2
74,540,6,81,1,9,12,167,7
13,155,8,87,1,19,8.5,162,3
77,501,7,88,1,9,14.6,488,4
28,511,3,74,0,20,16.1,267,6
29,329,10,51,0,12,21,257,2
39,493,4,94,0,2,19.9,336,1
46,698,8,74,0,7,13.4,456,1
10,157,5,37,0,21,9.8,447,3
49,522,9,48,1,13,22.9,242,2
50,868,7,83,0,20,13.2,210,6
53,299,7,82,1,5,17.5,224,4
45,588,7,58,0,3,19.2,415,5
43,756,3,63,1,19,12.7,500,3
36,440,7,84,0,14,21.9,369,4
30,432,8,45,0,7,9,323,3
103,772,9,66,1,6,13.1,181,2
45,457,10,44,1,3,11.5,343,2
29,394,6,41,1,3,11.5,276,1
20,178,9,57,1,12,8.1,310,4
57,656,4,68,1,17,21.5,210,5
15,187,3,65,1,8,14.4,344,1
54,535,9,97,0,15,16.5,141,1
95,627,8,96,1,9,9.3,123,7
24,336,4,42,1,11,12.2,199,6
21,221,3,94,1,2,9,129,4
14,192,6,50,1,5,16.2,493,2
20,509,10,43,0,19,10.2,478,2
41,438,6,86,1,11,8.4,501,3
34,406,10,80,0,22,16,296,1
43,394,7,87,1,21,20.2,445,1
78,494,8,94,1,5,17,197,5
27,382,8,39,1,12,18.8,422,4
48,483,9,46,1,2,10.3,181,6
28,664,4,53,0,13,19.9,351,7
10,304,5,38,0,20,16.2,481,1
82,686,6,44,1,7,13.2,255,2
23,448,3,56,1,15,11.9,169,5
22,358,9,42,1,17,10.5,494,6
28,440,7,44,1,20,9.4,472,6
97,701,10,78,1,18,18.8,163,4
49,812,4,54,1,16,9.6,223,5
49,867,8,59,0,17,19,221,5
50,496,5,89,0,9,18.4,206,2
42,670,7,96,0,18,12.6,125,1
39,807,7,38,1,15,17.6,454,7
90,548,8,87,1,2,13.1,406,4
109,441,10,96,1,7,20,442,7
17,199,7,88,0,5,9,507,1
131,883,6,69,1,7,18.9,231,6
21,603,3,65,0,14,11.1,168,7
74,574,8,51,1,11,19.5,496,3
13,159,5,70,0,6,18.7,232,3
14,150,5,67,1,10,16.2,341,3
37,765,4,69,0,20,13.6,372,7
34,267,9,83,1,20,9.1,405,7
41,569,7,73,0,20,12.2,476,3
32,720,8,40,0,11,12.4,466,1
79,830,6,76,1,2,15.9,485,4
88,718,7,83,1,8,15.8,202,6
19,466,10,45,0,18,8.7,472,6
31,365,5,95,1,16,11.2,443,6
89,676,4,97,1,2,10.7,217,1
81,720,8,89,1,2,8.3,464,4
45,725,3,67,1,15,18.3,127,7
18,167,9,47,1,3,20.7,519,5
25,351,4,42,1,11,19.5,385,1
14,247,4,73,0,12,20.5,329,6
44,652,10,88,1,19,8.2,549,7
102,721,9,91,1,9,13.2,297,2
15,159,10,84,0,19,15.9,527,2
33,530,3,71,0,10,9.9,525,6
17,406,3,46,0,17,15.8,528,3
117,668,10,71,1,5,16.8,333,4
68,511,6,87,1,17,22.9,219,3
16,280,3,44,0,10,13.7,355,3
84,867,10,80,0,8,22.5,521,1
34,537,7,52,1,1,11.8,426,5
74,881,6,58,1,8,11.4,509,7
173,822,10,91,1,12,13,290,4
16,292,3,83,0,22,15.9,341,1
28,235,8,36,1,2,17.6,499,2
14,153,8,74,0,15,15.8,482,2
77,620,10,79,1,2,15.1,258,4
47,482,8,95,0,9,15,437,2
24,567,7,49,0,4,10.1,243,7
34,606,3,47,1,20,12.8,144,4
16,270,6,56,1,17,10.5,131,3
32,237,10,71,1,2,21.2,420,3
24,172,8,60,1,11,20.1,218,2
25,226,3,90,1,6,15.1,136,1
106,882,10,79,0,6,19.1,207,7
50,544,3,79,1,16,17.4,393,6
22,418,4,61,0,11,8.8,309,7
53,618,8,56,1,14,21.7,179,1
20,200,4,86,0,13,19.4,380,2
46,518,4,90,0,6,8.4,394,3
17,157,5,83,1,22,18.4,398,6
45,297,10,67,1,11,13.8,540,2
46,707,3,51,1,7,8.4,131,4
47,751,10,41,1,1,22.3,542,5
47,770,7,64,0,2,15.7,538,2
149,839,7,78,1,9,17.5,256,3
64,735,5,82,0,5,17.9,224,6
52,610,3,90,1,20,14.4,166,6
62,811,10,63,0,21,18.8,377,5
85,550,8,93,1,14,19.5,390,5
44,898,4,41,0,14,11.3,139,5
12,204,5,57,0,22,22,171,2
57,680,5,69,0,5,13.4,267,1
41,396,4,39,1,9,17.3,204,3
12,247,3,92,0,14,10.6,167,2
41,300,10,87,0,11,21.7,178,4
46,691,8,68,0,6,16.6,310,6
71,756,6,75,1,3,9.2,413,7
114,722,9,88,1,17,21.5,263,4
17,192,9,81,0,16,18.6,464,6
70,630,6,74,1,20,12.2,309,5
69,899,3,85,1,3,13.2,287,6
45,443,7,83,1,21,19.7,527,2
101,743,8,88,1,15,13.5,232,7
28,237,9,79,1,7,13.8,191,6
67,655,6,95,1,2,20.9,294,7
19,509,6,54,0,19,16.4,154,6
22,509,6,37,0,6,10.7,389,3
19,183,7,81,0,10,11.5,141,5
30,468,10,79,0,20,13,278,6
15,257,3,69,0,16,9.7,429,1
58,800,3,75,0,6,12.6,275,3
58,476,3,91,1,14,20.8,242,6
48,475,8,85,0,7,13.5,239,1
